"id"|"tweet"|"created_at"
"697663834245439488"|"RT @BenJealous: Why more and more of us are supporting @BernieSanders every day! #FeelTheBern #SCforBernie https://t.co/HDsT7fVpC1 via msnbc"|"Thu Feb 11 06:09:54 +0000 2016"
"697659867868327936"|"RT @colbertlateshow: Tonight! Turns out the Ed Sullivan Theater is on the road from New Hampshire to South Carolina. #LSSC
https://t.co/FsT…"|"Thu Feb 11 05:54:09 +0000 2016"
"697615873859842048"|" We set a goal of raising $6 million today and you already crushed that goal. Let's try $7 million.  - Jeff Weaver https://t.co/rLdKJyJo01"|"Thu Feb 11 02:59:20 +0000 2016"
"697588623080759296"|"I am moved by the fact that our campaign’s financial support comes from more than 3.7 million individual contributions at an average of $27."|"Thu Feb 11 01:11:02 +0000 2016"
"697584055114719233"|"RT @CBSEveningNews: .@ScottPelley talks with @BernieSanders in Brooklyn about what’s ahead in South Carolina: https://t.co/EXMnMHnkoN https…"|"Thu Feb 11 00:52:53 +0000 2016"
"697573842374545410"|"RT @CBSEveningNews: .@BernieSanders grew up in Brooklyn, a son of Jewish immigrants, in a home of modest means. @ScottPelley has more... ht…"|"Thu Feb 11 00:12:18 +0000 2016"
"697573790784561153"|"RT @ScottPelley: Just interviewed @BernieSanders in Brooklyn where he grew up for tonight's @CBSEveningNews. #Campaign2016 https://t.co/Gzl…"|"Thu Feb 11 00:12:06 +0000 2016"
"697563712584962048"|"We need to take bold steps to stop the increased impoverishment of already depressed communities. We need to raise the minimum wage."|"Wed Feb 10 23:32:03 +0000 2016"
"697541070058442752"|"We can live in a country where all of our qualified young people, regardless of income, can go to college."|"Wed Feb 10 22:02:05 +0000 2016"
"697519689275015168"|"As a kid I learned what lack of money means to a family, and never liked to see people without a lot of wealth put down or pushed around."|"Wed Feb 10 20:37:07 +0000 2016"
"697504410880966656"|"“I’m going to hold a fundraiser right here, right now, across America.  - Last night, NH 
https://t.co/Q3UxjGcyQO
https://t.co/SD3FIhDvLO"|"Wed Feb 10 19:36:25 +0000 2016"
"697492259235713025"|"As President, let me be very clear that no one will fight harder to end racism and reform our broken criminal justice system than I will."|"Wed Feb 10 18:48:08 +0000 2016"
"697473376240037888"|"Wall Street may have an endless supply of money, but we have millions of working families standing together demanding real changes."|"Wed Feb 10 17:33:05 +0000 2016"
"697458255124008960"|"I believe America is ready for a new path to the future. Join our campaign for president at https://t.co/zofUc3X5GB.
https://t.co/zVDyjmThjy"|"Wed Feb 10 16:33:00 +0000 2016"
"697454011478310912"|"Happening now: Bernie on @TheView on ABC. Tune in!"|"Wed Feb 10 16:16:09 +0000 2016"
"697438341021765632"|"Last night we served notice to the political and economic establishment of this country. The people want real change."|"Wed Feb 10 15:13:52 +0000 2016"
"697436479660945408"|"RT @TheView: TODAY: @BernieSanders joins our co-hosts LIVE for an exclusive interview after his #NHprimary win. #ViewTheBern https://t.co/C…"|"Wed Feb 10 15:06:29 +0000 2016"
"697435441100910593"|"Never forget: When voter turnout is high, Democrats win. When voter turnout is low and people are demoralized, Republicans win."|"Wed Feb 10 15:02:21 +0000 2016"
"697275877273509888"|"What we confirmed tonight is that we're building the political revolution our nation needs. This is your movement. https://t.co/Hx0Jl6G4pM"|"Wed Feb 10 04:28:18 +0000 2016"
"697225351047614464"|"The media says we’re going to win but we can't take anything for granted. Please, stay in line and practice democracy. Every vote matters."|"Wed Feb 10 01:07:32 +0000 2016"
"697224625999253505"|"When we stand together, we win. Thank you, New Hampshire! https://t.co/dPV9qISkHO"|"Wed Feb 10 01:04:39 +0000 2016"
"697206215449956352"|"Not sure where to vote? That's OK! You still have time. Lookup your polling location at https://t.co/lJQ6ay7bwi. https://t.co/W8qlnXJW6j"|"Tue Feb 09 23:51:29 +0000 2016"
"697205346826395648"|"Have any questions or issues with voting in today's #NHPrimary? Call our hotline: https://t.co/gN7xB6sOSG"|"Tue Feb 09 23:48:02 +0000 2016"
"697192900648693760"|"When that happens, they will say it all started tonight in New Hampshire. Go out and say #iVoted in the #NHPrimary. https://t.co/UxYcHiyqjq"|"Tue Feb 09 22:58:35 +0000 2016"
"697191394541182976"|"We’ve leveled the playing field so billionaires are no longer able to buy our candidates and elections. #NHPrimary https://t.co/ORAXoyL7Nn"|"Tue Feb 09 22:52:36 +0000 2016"
"697189251406909440"|"There is no bank that is too big to fail, no banker too powerful to jail. #NHPrimary https://t.co/UnE3d36pbg"|"Tue Feb 09 22:44:05 +0000 2016"
"697188476324868096"|"Imagine eight years from now and the United States is leading the world in fighting climate change. #NHPrimary https://t.co/o1Dy8ft83z"|"Tue Feb 09 22:41:00 +0000 2016"
"697181978085314560"|"Health care is recognized as a right for every man, woman, and child. #NHPrimary https://t.co/4YlR92sFrl"|"Tue Feb 09 22:15:11 +0000 2016"
"697181375263305728"|"Students are graduating college without the crushing debt. #NHPrimary https://t.co/sU1V0gRKXw"|"Tue Feb 09 22:12:47 +0000 2016"
"697181214717902848"|"I want you to imagine eight years from now: The minimum wage is a living wage. #NHPrimary https://t.co/woJCvLRV6N"|"Tue Feb 09 22:12:09 +0000 2016"
"697180088580894720"|"RT @NationalNurses: RN Patty Healey breaks down all the reasons she's canvassing for @BernieSanders today in NH. #NHPrimary #FeelTheBern ht…"|"Tue Feb 09 22:07:40 +0000 2016"
